dataset,role,scale,loss_observed,index,mixture_domain,proportion_raw,proportion_normalized,mapping_type_A16,official_quality_domain_A16,candidate_quality_domains,candidate_weights,q_soft_0_1,q_semantic_range_low_0_1,q_semantic_range_high_0_1,q_semantic_range_width,mapping_confidence,rationale,weighted_soft_quality_contribution,weighted_soft_low_contribution,weighted_soft_high_contribution
A8_A9_test_60m,test,60m,True,247,arxiv,0.001,0.0009980039920159,direct,arxiv,arxiv,"{""arxiv"":1.0}",0.0046193643754619,0.0046193643754619,0.0046193643754619,0.0,official,A16 official one-to-one mapping,4.610144087287011e-06,4.610144087287011e-06,4.610144087287011e-06
A8_A9_test_60m,test,60m,True,248,arxiv,0.002,0.002,direct,arxiv,arxiv,"{""arxiv"":1.0}",0.0046193643754619,0.0046193643754619,0.0046193643754619,0.0,official,A16 official one-to-one mapping,9.2387287509238e-06,9.2387287509238e-06,9.2387287509238e-06
A8_A9_test_60m,test,60m,True,249,arxiv,0.004,0.004,direct,arxiv,arxiv,"{""arxiv"":1.0}",0.0046193643754619,0.0046193643754619,0.0046193643754619,0.0,official,A16 official one-to-one mapping,1.84774575018476e-05,1.84774575018476e-05,1.84774575018476e-05
A8_A9_test_60m,test,60m,True,250,arxiv,0.0,0.0,direct,arxiv,arxiv,"{""arxiv"":1.0}",0.0046193643754619,0.0046193643754619,0.0046193643754619,0.0,official,A16 official one-to-one mapping,0.0,0.0,0.0
A8_A9_test_60m,test,60m,True,251,arxiv,0.078,0.078,direct,arxiv,arxiv,"{""arxiv"":1.0}",0.0046193643754619,0.0046193643754619,0.0046193643754619,0.0,official,A16 official one-to-one mapping,0.0003603104212860282,0.0003603104212860282,0.0003603104212860282
A8_A9_test_60m,test,60m,True,252,arxiv,0.008,0.008008008008008,direct,arxiv,arxiv,"{""arxiv"":1.0}",0.0046193643754619,0.0046193643754619,0.0046193643754619,0.0,official,A16 official one-to-one mapping,3.699190691060577e-05,3.699190691060577e-05,3.699190691060577e-05
A8_A9_test_60m,test,60m,True,253,arxiv,0.002,0.0019980019980019,direct,arxiv,arxiv,"{""arxiv"":1.0}",0.0046193643754619,0.0046193643754619,0.0046193643754619,0.0,official,A16 official one-to-one mapping,9.229499251671675e-06,9.229499251671675e-06,9.229499251671675e-06
A8_A9_test_60m,test,60m,True,254,arxiv,0.004,0.004,direct,arxiv,arxiv,"{""arxiv"":1.0}",0.0046193643754619,0.0046193643754619,0.0046193643754619,0.0,official,A16 official one-to-one mapping,1.84774575018476e-05,1.84774575018476e-05,1.84774575018476e-05
A8_A9_test_60m,test,60m,True,255,arxiv,0.0,0.0,direct,arxiv,arxiv,"{""arxiv"":1.0}",0.0046193643754619,0.0046193643754619,0.0046193643754619,0.0,official,A16 official one-to-one mapping,0.0,0.0,0.0
A8_A9_test_60m,test,60m,True,256,arxiv,0.031,0.031,direct,arxiv,arxiv,"{""arxiv"":1.0}",0.0046193643754619,0.0046193643754619,0.0046193643754619,0.0,official,A16 official one-to-one mapping,0.00014320029563931892,0.00014320029563931892,0.00014320029563931892
A8_A9_test_60m,test,60m,True,1,freelaw,0.0,0.0,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.0,0.0,0.0
A8_A9_test_60m,test,60m,True,2,freelaw,0.016,0.0159840159840159,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.003032514982530254,4.673688884215121e-05,0.008114285714285673
A8_A9_test_60m,test,60m,True,3,freelaw,0.0,0.0,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.0,0.0,0.0
A8_A9_test_60m,test,60m,True,4,freelaw,0.0,0.0,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.0,0.0,0.0
A8_A9_test_60m,test,60m,True,5,freelaw,0.0,0.0,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.0,0.0,0.0
A8_A9_test_60m,test,60m,True,6,freelaw,0.034,0.0339660339660339,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.006444094337876811,9.931588878957164e-05,0.01724285714285711
A8_A9_test_60m,test,60m,True,7,freelaw,0.0,0.0,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.0,0.0,0.0
A8_A9_test_60m,test,60m,True,8,freelaw,0.0,0.0,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.0,0.0,0.0
A8_A9_test_60m,test,60m,True,9,freelaw,0.0,0.0,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.0,0.0,0.0
A8_A9_test_60m,test,60m,True,10,freelaw,0.0,0.0,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.0,0.0,0.0
A8_A9_test_60m,test,60m,True,11,freelaw,0.011,0.011,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.00208693890454005,3.21637426900581e-05,0.00558415
A8_A9_test_60m,test,60m,True,12,freelaw,0.021,0.021,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.0039841560904855505,6.140350877192911e-05,0.010660650000000002
A8_A9_test_60m,test,60m,True,13,freelaw,0.004,0.004,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.0007588868743782,1.16959064327484e-05,0.0020306
A8_A9_test_60m,test,60m,True,14,freelaw,0.0,0.0,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.0,0.0,0.0
A8_A9_test_60m,test,60m,True,15,freelaw,0.0,0.0,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.0,0.0,0.0
A8_A9_test_60m,test,60m,True,16,freelaw,0.0,0.0,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.0,0.0,0.0
A8_A9_test_60m,test,60m,True,17,freelaw,0.001,0.001001001001001,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.00018991163022477457,2.926903511698796e-06,0.0005081581581581577
A8_A9_test_60m,test,60m,True,18,freelaw,0.116,0.1163490471414242,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.022073941180509316,0.00034020189222638256,0.059064593781344
A8_A9_test_60m,test,60m,True,19,freelaw,0.0,0.0,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.0,0.0,0.0
A8_A9_test_60m,test,60m,True,20,freelaw,0.015,0.015015015015015,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.0028486744533716187,4.3903552675481934e-05,0.007622372372372365
A8_A9_test_60m,test,60m,True,21,freelaw,0.142,0.1421421421421421,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.02696745149191801,0.00041562029866122933,0.07215845845845845
A8_A9_test_60m,test,60m,True,22,freelaw,0.42,0.4195804195804196,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.07960351829141958,0.0012268433321064756,0.21300000000000002
A8_A9_test_60m,test,60m,True,23,freelaw,0.106,0.1062124248496994,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.02015080377857946,0.0003105626457593513,0.0539187374749499
A8_A9_test_60m,test,60m,True,24,freelaw,0.011,0.011,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.00208693890454005,3.21637426900581e-05,0.00558415
A8_A9_test_60m,test,60m,True,25,freelaw,0.064,0.064,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.0121421899900512,0.0001871345029239744,0.0324896
A8_A9_test_60m,test,60m,True,26,freelaw,0.0,0.0,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.0,0.0,0.0
A8_A9_test_60m,test,60m,True,27,freelaw,0.181,0.181,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.03433963106561355,0.0005292397660818651,0.09188465000000001
A8_A9_test_60m,test,60m,True,28,freelaw,0.207,0.2072072072072071,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.03931170745652836,0.000605869026921651,0.10518873873873869
A8_A9_test_60m,test,60m,True,29,freelaw,0.001,0.001,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.00018972171859455,2.9239766081871e-06,0.00050765
A8_A9_test_60m,test,60m,True,30,freelaw,0.0,0.0,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.0,0.0,0.0
A8_A9_test_60m,test,60m,True,31,freelaw,0.0,0.0,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.0,0.0,0.0
A8_A9_test_60m,test,60m,True,32,freelaw,0.007,0.007,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.0013280520301618502,2.04678362573097e-05,0.0035535500000000004
A8_A9_test_60m,test,60m,True,33,freelaw,0.001,0.001001001001001,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.00018991163022477457,2.926903511698796e-06,0.0005081581581581577
A8_A9_test_60m,test,60m,True,34,freelaw,0.012,0.012,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.0022766606231346,3.5087719298245205e-05,0.0060918000000000005
A8_A9_test_60m,test,60m,True,35,freelaw,0.0,0.0,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.0,0.0,0.0
A8_A9_test_60m,test,60m,True,36,freelaw,0.049,0.049,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.009296364211132951,0.0001432748538011679,0.024874850000000004
A8_A9_test_60m,test,60m,True,37,freelaw,0.0,0.0,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.0,0.0,0.0
A8_A9_test_60m,test,60m,True,38,freelaw,0.001,0.001001001001001,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.00018991163022477457,2.926903511698796e-06,0.0005081581581581577
A8_A9_test_60m,test,60m,True,39,freelaw,0.0,0.0,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.0,0.0,0.0
A8_A9_test_60m,test,60m,True,40,freelaw,0.091,0.091091091091091,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.017281958350454485,0.00026634821956459043,0.04624239239239235
A8_A9_test_60m,test,60m,True,41,freelaw,0.001,0.001,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.00018972171859455,2.9239766081871e-06,0.00050765
A8_A9_test_60m,test,60m,True,42,freelaw,0.118,0.1178821178821178,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.022364797996160726,0.0003446845552108667,0.05984285714285711
A8_A9_test_60m,test,60m,True,43,freelaw,0.0,0.0,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.0,0.0,0.0
A8_A9_test_60m,test,60m,True,44,freelaw,0.255,0.2547452547452548,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.04833070753407618,0.0007448691659217888,0.1293214285714286
A8_A9_test_60m,test,60m,True,45,freelaw,0.031,0.031,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.00588137327643105,9.06432748538001e-05,0.015737150000000002
A8_A9_test_60m,test,60m,True,46,freelaw,0.0,0.0,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.0,0.0,0.0
A8_A9_test_60m,test,60m,True,47,freelaw,0.374,0.3743743743743743,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.07102694970406576,0.0010946619133753506,0.19005115115115115
A8_A9_test_60m,test,60m,True,48,freelaw,0.0,0.0,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.0,0.0,0.0
A8_A9_test_60m,test,60m,True,49,freelaw,0.062,0.062,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.0117627465528621,0.0001812865497076002,0.031474300000000004
A8_A9_test_60m,test,60m,True,50,freelaw,0.029,0.029029029029029,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.005507437276518463,8.488020183926508e-05,0.014736586586586572
A8_A9_test_60m,test,60m,True,51,freelaw,0.0,0.0,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.0,0.0,0.0
A8_A9_test_60m,test,60m,True,52,freelaw,0.0,0.0,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.0,0.0,0.0
A8_A9_test_60m,test,60m,True,53,freelaw,0.003,0.003,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.00056916515578365,8.771929824561301e-06,0.0015229500000000001
A8_A9_test_60m,test,60m,True,54,freelaw,0.015,0.0149850149850149,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.002842982796122112,4.3815833289516734e-05,0.007607142857142814
A8_A9_test_60m,test,60m,True,55,freelaw,0.003,0.0029970029970029,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.0005685965592244071,8.763166657903112e-06,0.0015214285714285224
A8_A9_test_60m,test,60m,True,56,freelaw,0.004,0.004,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.0007588868743782,1.16959064327484e-05,0.0020306
A8_A9_test_60m,test,60m,True,57,freelaw,0.0,0.0,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.0,0.0,0.0
A8_A9_test_60m,test,60m,True,58,freelaw,0.0,0.0,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.0,0.0,0.0
A8_A9_test_60m,test,60m,True,59,freelaw,0.065,0.065065065065065,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.012344255964610348,0.00019024872826042173,0.03303028028028025
A8_A9_test_60m,test,60m,True,60,freelaw,0.013,0.013013013013013,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.0024688511929220696,3.804974565208435e-05,0.00660605605605605
A8_A9_test_60m,test,60m,True,61,freelaw,0.0,0.0,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.0,0.0,0.0
A8_A9_test_60m,test,60m,True,62,freelaw,0.0,0.0,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.0,0.0,0.0
A8_A9_test_60m,test,60m,True,63,freelaw,0.834,0.834,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.15822791330785468,0.0024385964912280412,0.42338010000000004
A8_A9_test_60m,test,60m,True,64,freelaw,0.138,0.138,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.026181597166047902,0.00040350877192981983,0.07005570000000001
A8_A9_test_60m,test,60m,True,65,freelaw,0.0,0.0,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.0,0.0,0.0
A8_A9_test_60m,test,60m,True,66,freelaw,0.725,0.725,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.13754824598104876,0.0021198830409356476,0.36804625
A8_A9_test_60m,test,60m,True,67,freelaw,0.0,0.0,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.0,0.0,0.0
A8_A9_test_60m,test,60m,True,68,freelaw,0.001,0.0009980039920159,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.0001893430325294781,2.9181403275318367e-06,0.0005066367265468716
